Class,Home State,Virginia County,Home Zip,Home Country,High School Attended,High School  CSZ,zip,long,lat
2022,NJ,,8889,,Hunterdon Central Regional H S                              ,"Flemington, NJ 08822-1251                    ",08822, -74.865254,40.525105
2022,NC,,27609,,                                                            ,                                             ,,,
2022,SC,,29585,,SC Governor School Science And Ma                           ,"Hartsville, SC 29550-4326                    ",29550, -80.082806,34.399975
2022,VA,NORFOLK CITY,23508,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       ",23502, -76.204908,36.860941
2022,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2022,VA,GOOCHLAND,23103,,Collegiate School                                           ,"Richmond, VA 23229-7709                      ",23229, -77.574165,37.586772
2022,VA,LYNCHBURG CITY,24503,,Virginia Episcopal School                                   ,"Lynchburg, VA 24503-1146                     ",24503, -79.249736,37.454015
2022,VA,WINCHESTER CITY,22601,,John Handley High School                                    ,"Winchester, VA 22601                         ",22601, -78.173406,39.174468
2022,HI,,96817,,Roosevelt High School                                       ,"Honolulu, HI 96822-2566                      ",96822,-157.810759,21.320208
2022,NC,,28226,,Providence Day School                                       ,"Charlotte, NC 28270-5366                     ",28270, -80.764415,35.112079
2022,TX,,77339,,Saint John's School                                         ,"Houston, TX 77019-5811                       ",77019, -95.409498,29.754150
2022,TX,,78212,,Saint Marys Hall                                            ,"San Antonio, TX 78217-3430                   ",78217, -98.415198,29.538074
2022,TX,,78738,,Regents School of Austin                                    ,"Austin, TX 78735                             ",78735, -97.869190,30.268138
2022,TX,,77382,,Woodlands High School The                                   ,"The Woodlands, TX 77381                      ",77381, -95.500960,30.178248
2022,,,,CHINA,Shenzhen Middle School                                      ,                                             ,,,
2022,KS,,66213,,Blue Valley North High School                               ,"Overland Park, KS 66209-2711                 ",66209, -94.638358,38.899600
2022,VA,VIRGINIA BEACH CITY,23452,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       ",23502, -76.204908,36.860941
2022,NY,,10538,,Mamaroneck High School                                      ,"Mamaroneck, NY 10543-3328                    ",10543, -73.736040,40.952693
2022,PA,,17050,,Cumberland Valley High School                               ,"Mechanicsburg, PA 17050                      ",17050, -77.027370,40.247990
2022,NJ,,8525,,Hopewell Valley                                             ,"Pennington, NJ 08534-1615                    ",08534, -74.792789,40.329422
2022,VA,CHESTERFIELD,23120,,Clover Hill High School                                     ,"Midlothian, VA 23112-4567                    ",23112, -77.662862,37.433405
2021,NY,,10580,,Rye High School                                             ,"Rye, NY 10580-3821                           ",10580, -73.693202,40.979049
2021,AL,,36608,,Saint Pauls Episcopal School                                ,"Mobile, AL 36608-1301                        ",36608, -88.300213,30.681503
2021,GA,,30039,,Berkmar High School                                         ,"Lilburn, GA 30047-2799                       ",30047, -84.112585,33.871867
2021,,,,PAKISTAN,Beaconhouse Margalla Campus                                 ,                                             ,,,
2021,CA,,90049,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    ",22302, -77.083132,38.827888
2021,IL,,60453,,Harold L Richards High School                               ,"Oak Lawn, IL 60453                           ",60453, -87.752560,41.713436
2021,NC,,27707,,Durham Academy Upper School                                 ,"Durham, NC 27705-5541                        ",27705, -78.975659,36.022136
2021,NY,,11937,,East Hampton High School                                    ,"East Hampton, NY 11937-2506                  ",11937, -72.168912,41.013013
2021,,,,GUATEMALA,American School of Guatemala                                ,                                             ,,,
2021,PA,,17601,,Hempfield High School                                       ,"Landisville, PA 17538-1220                   ",17538, -76.414548,40.082629
2021,CT,,6820,,Darien High School                                          ,"Darien, CT 06820-3331                        ",06820, -73.480080,41.076202
2021,MD,,20815,,Saint Albans School                                         ,"Washington, DC 20016-5046                    ",20016, -77.090014,38.936930
2021,CA,,92610,,Trabuco Hills High School                                   ,"Mission Viejo, CA 92691-1027                 ",92691,-117.665867,33.611945
2021,OK,,73116,,Heritage Hall                                               ,"Oklahoma City, OK 73120                      ",73120, -97.573674,35.581316
2021,OH,,44040,,Saint Georges School                                        ,"Middletown, RI 02842-5963                    ",02842, -71.281685,41.518673
2021,GA,,30345,,Saint Pius X Catholic High Sch                              ,"Atlanta, GA 30345-1720                       ",30345, -84.283624,33.851722
2021,LA,,71106,,Loyola College Preparatory Sch                              ,"Shreveport, LA 71101-4309                    ",71101, -93.747221,32.506371
2021,VA,HENRICO,23233,,Mills E Godwin High School                                  ,"Henrico, VA 23238-3505                       ",23238, -77.647606,37.595612
2021,NH,,3301,,St Paul's School                                            ,"Concord, NH 03301-2552                       ",03301, -71.555988,43.238549
2021,NJ,,7722,,Colts Neck High School                                      ,"Colts Neck, NJ 07722-1781                    ",07722, -74.168903,40.280968
2021,VA,FAIRFAX COUNTY,22153,,Saline High School                                          ,"Saline, MI 48176                             ",48176, -83.829250,42.136836
2021,VA,CHESAPEAKE CITY,23322,,Grassfield High School                                      ,"Chesapeake, VA 23323                         ",23323, -76.379928,36.696963
2021,KY,,40815,,                                                            ,                                             ,,,
2021,TX,,76120,,Westminster School At Oak Mt                                ,"Birmingham, AL 35242                         ",35242, -86.672084,33.425247
2021,SC,,29403,,Cardinal Mooney High School                                 ,"Sarasota, FL 34232-1618                      ",34232, -82.471714,27.324987
2021,VA,ALBEMARLE,22901,,Western Albemarle High School                               ,"Crozet, VA 22932-3405                        ",22932, -78.696458,38.147507
2021,OH,,43054,,Saint Charles Prep High School                              ,"Columbus, OH 43209-1665                      ",43209, -82.930721,39.953616
2021,NC,,27405,,Walter Hines Page High School                               ,"Greensboro, NC 27405-4321                    ",27405, -79.737030,36.114921
2021,NY,,10803,,Pelham Memorial High School                                 ,"Pelham, NY 10803-                            ",10803, -73.807138,40.900458
2021,CT,,6824,,Fairfield College Preparatory                               ,"Fairfield, CT 06824-5171                     ",06824, -73.280818,41.173039
2021,VA,ALBEMARLE,22932,,Western Albemarle High School                               ,"Crozet, VA 22932-3405                        ",22932, -78.696458,38.147507
2021,MI,,48167,,Northville High School                                      ,"Northville, MI 48168-9521                    ",48168, -83.540498,42.405262
2021,VA,ALEXANDRIA CITY,22314,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    ",22302, -77.083132,38.827888
2021,FL,,34994,,Jensen Beach High School                                    ,"Jensen Beach, FL 34957                       ",34957, -80.238923,27.280287
2021,PA,,18360,,Moravian Academy                                            ,"Bethlehem, PA 18020-9770                     ",18020, -75.327459,40.672385
2021,VA,FAIRFAX COUNTY,22199,,Stone Bridge High School                                    ,"Ashburn, VA 20147                            ",20147, -77.478130,39.041947
2021,MA,,1950,,Westminster School                                          ,"Simsbury, CT 06070-1812                      ",06070, -72.809376,41.875857
2021,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2021,LA,,70116,,Bartow Senior High School                                   ,"Bartow, FL 33830-6429                        ",33830, -81.812659,27.873430
2021,MN,,55356,,Orono High School                                           ,"Long Lake, MN 55356-9594                     ",55356, -93.589620,44.994245
2021,KY,,40206,,Saint Xavier High School                                    ,"Louisville, KY 40217-1343                    ",40217, -85.737515,38.216712
2021,VA,LOUISA,23093,,Louisa County High School                                   ,"Mineral, VA 23117                            ",23117, -77.873977,37.982002
2021,MN,,55102,,                                                            ,                                             ,,,
2021,TX,,77057,,Strake Jesuit College Preparatory                           ,"Houston, TX 77036-4610                       ",77036, -95.534537,29.701847
2021,GA,,30044,,Gwinnett Sch Of Math Sci Tech                               ,"Lawrenceville, GA 30044-2300                 ",30044, -84.065671,33.922046
2021,OK,,73099,,                                                            ,                                             ,,,
2021,AL,,36607,,Ums Wright Preparatory School                               ,"Mobile, AL 36607-3140                        ",36607, -88.105760,30.698560
2021,FL,,33435,,Saint Andrews School                                        ,"Boca Raton, FL 33434-4455                    ",33434, -80.167138,26.382712
2021,CT,,6824,,Taft School                                                 ,"Watertown, CT 06795-2130                     ",06795, -73.126195,41.623892
2021,IL,,60133,,Lake Park Hs District 108                                   ,"Roselle, IL 60172-2156                       ",60172, -88.089628,41.979850
2021,GA,,30306,,Woodward Academy                                            ,"College Park, GA 30337                       ",30337, -84.450081,33.640147
2021,LA,,70118,,Isidore Newman School                                       ,"New Orleans, LA 70115-5616                   ",70115, -90.102484,29.923930
2021,NC,,28207,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     ",28209, -80.853985,35.178714
2021,NY,,11768,,Northport High School                                       ,"Northport, NY 11768-3456                     ",11768, -73.339309,40.923631
2021,MD,,21108,,Archbishop Spalding High Sch                                ,"Severn, MD 21144-2301                        ",21144, -76.677313,39.120914
2021,MD,,21204,,Gilman School                                               ,"Baltimore, MD 21210-1991                     ",21210, -76.632685,39.359156
2021,SC,,29710,,Clover High School                                          ,"Clover, SC 29710-8551                        ",29710, -81.221471,35.106284
2021,TX,,75225,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        ",75229, -96.864339,32.893295
2021,GA,,30067,,Walker School                                               ,"Marietta, GA 30062-2404                      ",30062, -84.468945,34.005578
2021,GA,,30022,,                                                            ,                                             ,,,
2021,NC,,28277,,David W Butler High School                                  ,"Matthews, NC 28105                           ",28105, -80.713926,35.115566
2021,NJ,,7670,,Tenafly High School                                         ,"Tenafly, NJ 07670                            ",07670, -73.950523,40.918309
2021,VA,FAIRFAX COUNTY,20151,,Iowa City West High School                                  ,"Iowa City, IA 52246-3606                     ",52246, -91.570407,41.652313
2021,OH,,45242,,Cincinnati Country Day School                               ,"Cincinnati, OH 45243-2839                    ",45243, -84.336021,39.188557
2021,AL,,36608,,Saint Pauls Episcopal School                                ,"Mobile, AL 36608-1301                        ",36608, -88.300213,30.681503
2021,NC,,28643,,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 ",22989, -78.131074,38.288665
2021,AZ,,85086,,Boulder Creek High School                                   ,"Anthem, AZ 85086-2754                        ",85086,-112.119971,33.816137
2021,GA,,30328,,North Springs High School                                   ,"Sandy Springs, GA 30328-1026                 ",30328, -84.385947,33.932538
2021,MD,,21120,,Hereford High                                               ,"Parkton, MD 21120-9714                       ",21120, -76.674854,39.646204
2021,MA,,1929,,Saint Georges School                                        ,"Middletown, RI 02842-5963                    ",02842, -71.281685,41.518673
2021,VA,HENRICO,23233,,                                                            ,                                             ,,,
2021,TX,,77356,,New Waverly High School                                     ,"New Waverly, TX 77358                        ",77358, -95.436252,30.558321
2021,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        ",75205, -96.795514,32.835893
2021,DE,,19934,,Caesar Rodney High School                                   ,"Camden, DE 19934-1241                        ",19934, -75.627355,39.084727
2021,TX,,75244,,Saint Marks School Of Texas                                 ,"Dallas, TX 75230-4047                        ",75230, -96.793393,32.902679
2021,GA,,31833,,Brookstone School                                           ,"Columbus, GA 31904                           ",31904, -85.010012,32.554638
2021,VA,ROCKBRIDGE,24450,,Rockbridge County High School                               ,"Lexington, VA 24450-3718                     ",24450, -79.526578,37.778993
2021,GA,,31558,,Camden County High School                                   ,"Kingsland, GA 31548                          ",31548, -81.698233,30.796163
2021,MA,,2190,,Weymouth High School                                        ,"South Weymouth, MA 02190                     ",02190, -70.952363,42.166731
2021,MD,,21204,,Friends School Of Baltimore                                 ,"Baltimore, MD 21210-2021                     ",21210, -76.632685,39.359156
2021,CT,,6413,,Sacred Heart Academy                                        ,"Hamden, CT 06514-2833                        ",06514, -72.943351,41.376089
2021,GA,,30005,,Alpharetta High School                                      ,"Alpharetta, GA 30005                         ",30005, -84.217099,34.089039
2021,NY,,11758,,Massapequa High School                                      ,"Massapequa, NY 11758-6201                    ",11758, -73.458448,40.668934
2021,GA,,31405,,Savannah Arts Academy                                       ,"Savannah, GA 31405                           ",31405, -81.179116,32.039396
2021,OH,,45243,,Indian Hill High School                                     ,"Cincinnati, OH 45243-2737                    ",45243, -84.336021,39.188557
2021,TX,,77005,,Saint John's School                                         ,"Houston, TX 77019-5811                       ",77019, -95.409498,29.754150
2021,SC,,29169,,Heathwood Hall Episcopal Sch                                ,"Columbia, SC 29201-5130                      ",29201, -81.028098,33.982484
2021,NC,,28270,,Providence High School                                      ,"Charlotte, NC 28270-0330                     ",28270, -80.764415,35.112079
2021,PA,,19010,,Radnor High School                                          ,"Radnor, PA 19087-5234                        ",19087, -75.402461,40.061872
2021,TN,,37069,,Franklin High School                                        ,"Franklin, TN 37064-2014                      ",37064, -86.954138,35.884862
2021,NC,,28277,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     ",28226, -80.822129,35.102697
2021,PA,,19096,,Kent School                                                 ,"Kent, CT 06757-0640                          ",06757, -73.459799,41.743606
2021,NY,,11724,,Cold Spring Harbor High School                              ,"Cold Spring Hrbr, NY 11724-1799              ",11724, -73.456381,40.864221
2021,NY,,10471,,Blair Academy                                               ,"Blairstown, NJ 07825-0600                    ",07825, -74.975723,40.971247
2021,VA,FAIRFAX COUNTY,22015,,North Cross School                                          ,"Roanoke, VA 24018-4009                       ",24018, -80.041739,37.213055
2021,IL,,62959,,Marion High School                                          ,"Marion, IL 62959-1435                        ",62959, -88.910435,37.718218
2021,PA,,17601,,Manheim Township High School                                ,"Lancaster, PA 17606-5134                     ",17606, -76.303907,40.111670
2021,,,,PHILIPPINES,                                                            ,                                             ,,,
2021,,,,VIETNAM,                                                            ,                                             ,,,
2021,IL,,60091,,Loyola Academy                                              ,"Wilmette, IL 60091-1089                      ",60091, -87.720570,42.077788
2021,MD,,21009,,Edgewood High School                                        ,"Edgewood, MD 21040-3496                      ",21040, -76.289965,39.436496
2021,MD,,21754,,                                                            ,                                             ,,,
2021,SC,,29407,,Porter-Gaud School                                          ,"Charleston, SC 29407-7524                    ",29407, -79.997803,32.798930
2021,KY,,41091,,Notre Dame Academy                                          ,"Park Hills, KY 41011-2796                    ",41011, -84.532685,39.067114
2021,NY,,10580,,Rye High School                                             ,"Rye, NY 10580-3821                           ",10580, -73.693202,40.979049
2021,CA,,94010,,Crystal Springs Uplands Sch                                 ,"Hillsborough, CA 94010-6999                  ",94010,-122.365778,37.570280
2021,MD,,21050,,Bel Air High School                                         ,"Bel Air, MD 21014-4147                       ",21014, -76.352184,39.536084
2021,NC,,28031,,Davidson Day School                                         ,"Davidson, NC 28036                           ",28036, -80.792539,35.480547
2021,FL,,33919,,Fort Myers High School                                      ,"Ft Myers, FL 33901-5839                      ",33901, -81.878139,26.621074
2021,NC,,28207,,Charlotte Latin School                                      ,"Charlotte, NC 28277-8695                     ",28277, -80.817552,35.052875
2021,MD,,21136,,Roland Park Country School                                  ,"Baltimore, MD 21210-1934                     ",21210, -76.632685,39.359156
2021,WA,,98008,,Bellevue Senior High School                                 ,"Bellevue, WA 98004-6600                      ",98004,-122.205341,47.618337
2021,SC,,29607,,Christ Church Episcopal School                              ,"Greenville, SC 29607-4241                    ",29607, -82.331714,34.812790
2021,LA,,70002,,Metairie Park Country Day Sch                               ,"Metairie, LA 70005-4142                      ",70005, -90.134065,29.999416
2021,PA,,16875,,Penns Valley Area Jr-Sr High S                              ,"Spring Mills, PA 16875-0116                  ",16875, -77.587219,40.840940
2021,MD,,21015,,Roland Park Country School                                  ,"Baltimore, MD 21210-1934                     ",21210, -76.632685,39.359156
2021,TX,,78260,,Smithson Valley High School                                 ,"Spring Branch, TX 78070-7053                 ",78070, -98.391104,29.893745
2021,MD,,21087,,Loyola Blakefield High School                               ,"Towson, MD 21030                             ",21030, -76.674443,39.492412
2021,TX,,77706,,Monsignor Kelly Catholic High                               ,"Beaumont, TX 77707-3503                      ",77707, -94.170654,30.053431
2021,NJ,,8534,,Princeton Day School                                        ,"Princeton, NJ 08542                          ",08542, -74.660366,40.352913
2021,TX,,76012,,Home School Clearinghouse (Intern                           ,"New York, NY 10023                           ",10023, -73.982607,40.775921
2021,TX,,76012,,Home School Clearinghouse (Intern                           ,"New York, NY 10023                           ",10023, -73.982607,40.775921
2021,GA,,31906,,Darlington School                                           ,"Rome, GA 30161-4701                          ",30161, -85.171371,34.242301
2021,SC,,29205,,Hammond School                                              ,"Columbia, SC 29209-2037                      ",29209, -80.950364,33.926751
2021,VA,ALEXANDRIA CITY,22302,,Saint Stephen's And Saint Agnes S                           ,"Alexandria, VA 22304-1727                    ",22304, -77.112139,38.813169
2021,NC,,28203,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     ",28209, -80.853985,35.178714
2021,SC,,29307,,Spartanburg High School                                     ,"Spartanburg, SC 29307-2978                   ",29307, -81.831555,34.982716
2021,NY,,11530,,Garden City High School                                     ,"Garden City, NY 11530-1430                   ",11530, -73.637009,40.726854
2021,MD,,21014,,McDonogh School                                             ,"Owings Mills, MD 21117-1009                  ",21117, -76.777976,39.427563
2021,LA,,70118,,Isidore Newman School                                       ,"New Orleans, LA 70115-5616                   ",70115, -90.102484,29.923930
2021,KY,,40502,,Henry Clay High School                                      ,"Lexington, KY 40502-2014                     ",40502, -84.483191,38.010953
2021,CA,,91108,,San Marino High School                                      ,"San Marino, CA 91108-2295                    ",91108,-118.112911,34.122671
2021,VA,LEXINGTON CITY,24450,,Rockbridge County High School                               ,"Lexington, VA 24450-3718                     ",24450, -79.526578,37.778993
2021,FL,,33455,,Pine School The                                             ,"Hobe Sound, FL 33455                         ",33455, -80.161232,27.053143
2021,WI,,54130,,Kaukauna Senior High School                                 ,"Kaukauna, WI 54130                           ",54130, -88.244310,44.311313
2021,MD,,21742,,Saint James School                                          ,"Hagerstown, MD 21740-1707                    ",21740, -77.743885,39.631901
2021,CO,,80921,,                                                            ,                                             ,,,
2021,CO,,81507,,Fruita Monument High School                                 ,"Fruita, CO 81521                             ",81521,-108.806395,39.130597
2021,VA,FRANKLIN COUNTY,24065,,Patrick Henry High School                                   ,"Roanoke, VA 24015-3528                       ",24015, -79.981330,37.256760
2021,TX,,76107,,All Saints Episcopal School                                 ,"Ft Worth, TX 76108                           ",76108, -97.523790,32.787541
2021,NC,,28203,,Providence Day School                                       ,"Charlotte, NC 28270-5366                     ",28270, -80.764415,35.112079
2021,CA,,91103,,Culver City High School                                     ,"Culver City, CA 90230-4101                   ",90230,-118.393617,33.997862
2021,,,,KENYA,                                                            ,                                             ,,,
2021,TX,,77056,,Kinkaid School                                              ,"Houston, TX 77024-7504                       ",77024, -95.514203,29.772179
2021,SC,,29333,,Spartanburg Day School                                      ,"Spartanburg, SC 29307-1037                   ",29307, -81.831555,34.982716
2021,NJ,,7013,,Don Bosco Prep High School                                  ,"Ramsey, NJ 07446-1120                        ",07446, -74.145931,41.059136
2021,KY,,40207,,Louisville Collegiate School                                ,"Louisville, KY 40204-0369                    ",40204, -85.721591,38.239913
2021,VA,RICHMOND CITY,23226,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    ",22302, -77.083132,38.827888
2021,SC,,29810,,Lawrenceville School                                        ,"Lawrenceville, NJ 08648-1600                 ",08648, -74.717976,40.284308
2021,,,,EGYPT,                                                            ,                                             ,,,
2021,NC,,28607,,Watauga High School                                         ,"Boone, NC 28607-4054                         ",28607, -81.652138,36.218005
2021,VT,,5403,,South Burlington High School                                ,"South Burlington, VT 05403-6233              ",05403, -73.173468,44.444866
2021,RI,,2886,,Phillips Exeter Academy                                     ,"Exeter, NH 03833-2438                        ",03833, -70.987522,42.978415
2021,TX,,75225,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        ",75205, -96.795514,32.835893
2021,MD,,21029,,River Hill High School                                      ,"Clarksville, MD 21029-1230                   ",21029, -76.959448,39.213616
2021,VA,HANOVER,23116,,Hanover High School                                         ,"Mechanicsville, VA 23116                     ",23116, -77.336689,37.675656
2021,VA,FAIRFAX COUNTY,22308,,Saint Stephen's And Saint Agnes S                           ,"Alexandria, VA 22304-1727                    ",22304, -77.112139,38.813169
2021,TX,,75230,,Saint Marks School Of Texas                                 ,"Dallas, TX 75230-4047                        ",75230, -96.793393,32.902679
2021,FL,,32779,,Lake Highland Preparatory School                            ,"Orlando, FL 32803-3233                       ",32803, -81.346291,28.555829
2021,VA,LOUDOUN,20105,,                                                            ,                                             ,,,
2021,MA,,1776,,Belmont Hill School                                         ,"Belmont, MA 02478-2662                       ",02478, -71.180284,42.395317
2021,FL,,32207,,The Bolles School                                           ,"Jacksonville, FL 32217-3430                  ",32217, -81.621158,30.229180
2021,MD,,21046,,Notre Dame Preparatory School                               ,"Towson, MD 21286-1411                        ",21286, -76.573235,39.411836
2021,AR,,72207,,Episcopal Collegiate School                                 ,"Little Rock, AR 72201-1111                   ",72201, -92.280049,34.746905
2021,,,,BANGLADESH,                                                            ,                                             ,,,
2021,VA,GREENE,22968,,William Monroe High School                                  ,"Stanardsville, VA 22973                      ",22973, -78.479002,38.335923
2021,VA,BOTETOURT,24083,,Lord Botetourt High School                                  ,"Daleville, VA 24083-2913                     ",24083, -79.920188,37.405171
2021,VA,AMHERST,24572,,Amherst County High School                                  ,"Amherst, VA 24521-3266                       ",24521, -79.100863,37.633294
2021,NJ,,7450,,Ridgewood High School                                       ,"Ridgewood, NJ 07451-3310                     ",07451,,
2021,CT,,6820,,Darien High School                                          ,"Darien, CT 06820-3331                        ",06820, -73.480080,41.076202
2021,WV,,26505,,Morgantown High School                                      ,"Morgantown, WV 26501-7588                    ",26501, -80.036792,39.634144
2021,PA,,18902,,Central Bucks High School East                              ,"Doylestown, PA 18902-1400                    ",18902, -75.095680,40.352134
2021,MD,,20816,,Saint Albans School                                         ,"Washington, DC 20016-5046                    ",20016, -77.090014,38.936930
2021,TX,,78746,,Westlake High School                                        ,"Austin, TX 78746-6566                        ",78746, -97.809578,30.296865
2021,MD,,20815,,Georgetown Preparatory School                               ,"North Bethesda, MD 20852-3209                ",20852, -77.121931,39.051991
2021,FL,,32169,,New Smyrna Beach High School                                ,"New Smyrna Beach, FL 32168                   ",32168, -81.029413,28.963773
2021,VA,LOUDOUN,20148,,                                                            ,                                             ,,,
2021,TN,,37215,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     ",37215, -86.834691,36.081868
2021,VA,STAFFORD,22554,,Brooke Point High School                                    ,"Stafford, VA 22554-5409                      ",22554, -77.367672,38.427352
2021,CO,,80303,,Fairview High School                                        ,"Boulder, CO 80305                            ",80305,-105.248158,39.975334
2021,PA,,19067,,Peddie School                                               ,"Hightstown, NJ 08520-3352                    ",08520, -74.530078,40.255265
2021,PA,,17033,,Hershey High School                                         ,"Hershey, PA 17033                            ",17033, -76.637562,40.271823
2021,PA,,15801,,Dubois Area Senior High School                              ,"Du Bois, PA 15801-3299                       ",15801, -78.722433,41.125057
2021,AL,,35244,,Westminster School At Oak Mt                                ,"Birmingham, AL 35242                         ",35242, -86.672084,33.425247
2021,,,,UNITED KINGDOM,Charterhouse                                                ,                                             ,,,
2021,OH,,44026,,West Geauga High School                                     ,"Chesterland, OH 44026-3598                   ",44026, -81.324706,41.528147
2021,MD,,21146,,Severna Park Senior High Sch                                ,"Severna Park, MD 21146-2899                  ",21146, -76.558699,39.079136
2021,KY,,40741,,North Laurel High School                                    ,"London, KY 40741                             ",40741, -84.127273,37.136791
2021,TN,,37215,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     ",37215, -86.834691,36.081868
2021,NC,,28036,,William Amos Hough High School                              ,"Cornelius, NC 28031-9134                     ",28031, -80.900358,35.472097
2021,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            ",23229, -77.574165,37.586772
2021,TX,,77024,,Saint Thomas High School                                    ,"Houston, TX 77007-7332                       ",77007, -95.411083,29.771545
2021,MD,,21212,,Gilman School                                               ,"Baltimore, MD 21210-1991                     ",21210, -76.632685,39.359156
2021,NC,,27608,,Ravenscroft School                                          ,"Raleigh, NC 27615-5374                       ",27615, -78.635485,35.898500
2021,NC,,28226,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     ",28226, -80.822129,35.102697
2021,PA,,19002,,Upper Dublin High School                                    ,"Ft Washington, PA 19034-1650                 ",19034, -75.204847,40.134266
2021,MA,,1945,,Marblehead High School                                      ,"Marblehead, MA 01945                         ",01945, -70.859126,42.501835
2021,MI,,48301,,Marian High School                                          ,"Bloomfield Hills, MI 48301-4047              ",48301, -83.282168,42.542400
2021,TX,,79109,,Ascension Academy                                           ,"Amarillo, TX 79121                           ",79121,-101.929737,35.174696
2021,UT,,84124,,West High School                                            ,"Salt Lake City, UT 84103-1120                ",84103,-111.842571,40.795080
2021,CT,,6840,,New Canaan High School                                      ,"New Canaan, CT 06840-6626                    ",06840, -73.500124,41.160393
2021,VA,CHESTERFIELD,23112,,Cosby High School                                           ,"Midlothian, VA 23112-6366                    ",23112, -77.662862,37.433405
2021,TN,,37311,,Baylor School                                               ,"Chattanooga, TN 37405-2506                   ",37405, -85.407828,35.120403
2021,,,,NEPAL,Rato Bangala School                                         ,                                             ,,,
2021,,,,CHINA,                                                            ,                                             ,,,
2021,SC,,29605,,Christ Church Episcopal School                              ,"Greenville, SC 29607-4241                    ",29607, -82.331714,34.812790
2021,VA,RICHMOND CITY,23221,,Wheaton North High School                                   ,"Wheaton, IL 60187                            ",60187, -88.112442,41.872720
2021,GA,,30305,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       ",30327, -84.417300,33.869694
2021,FL,,33606,,H B Plant High School                                       ,"Tampa, FL 33629-5134                         ",33629, -82.509043,27.921536
2021,GA,,30350,,Blessed Trinity Catholic Hs                                 ,"Roswell, GA 30075                            ",30075, -84.390492,34.055084
2021,VA,VIRGINIA BEACH CITY,23451,,Cape Henry Collegiate School                                ,"Virginia Bch, VA 23454-2306                  ",23454, -76.030835,36.818062
2021,LA,,71106,,Caddo Parish Magnet High Sch                                ,"Shreveport, LA 71101-5245                    ",71101, -93.747221,32.506371
2021,MS,,39272,,Mississippi School Math Sci                                 ,"Columbus, MS 39701                           ",39701, -88.504719,33.393933
2021,NY,,14618,,Brighton High School                                        ,"Rochester, NY 14618-2244                     ",14618, -77.554976,43.114542
2021,MD,,20816,,Bethesda Chevy Chase Hs                                     ,"Bethesda, MD 20814-4420                      ",20814, -77.101490,39.004989
2021,IL,,60093,,North Shore Country Day School                              ,"Winnetka, IL 60093-4009                      ",60093, -87.756292,42.106708
2021,TX,,77382,,John Cooper School the                                      ,"The Woodlands, TX 77381-4427                 ",77381, -95.500960,30.178248
2021,NC,,27713,,Trinity School Of Durham And Chap                           ,"Durham, NC 27705-5335                        ",27705, -78.975659,36.022136
2021,MD,,21146,,Severna Park Senior High Sch                                ,"Severna Park, MD 21146-2899                  ",21146, -76.558699,39.079136
2021,MA,,2481,,Dana Hall School                                            ,"Wellesley, MA 02181-9010                     ",02181,,
2021,TX,,75254,,Jesuit College Preparatory Sch                              ,"Dallas, TX 75244-8024                        ",75244, -96.836334,32.925367
2021,MD,,21286,,Calvert Hall College H.S.                                   ,"Baltimore, MD 21286-8022                     ",21286, -76.573235,39.411836
2021,NJ,,8401,,Atlantic City High School                                   ,"Atlantic City, NJ 08401                      ",08401, -74.451082,39.377297
2021,GA,,30742,,Girls Preparatory School                                    ,"Chattanooga, TN 37405-4217                   ",37405, -85.407828,35.120403
2021,VA,SUFFOLK CITY,23435,,Hampton Roads Academy                                       ,"Newport News, VA 23602-7092                  ",23602, -76.517947,37.113416
2021,CT,,6511,,Wilbur Cross High School                                    ,"New Haven, CT 06511-2515                     ",06511, -72.927316,41.317030
2021,AE,,9705,,Thomas Sumter Academy                                       ,"Rembert, SC 29128-8656                       ",29128, -80.526184,34.095053
2021,MD,,21204,,Boys' Latin School Of Maryland                              ,"Baltimore, MD 21210-1241                     ",21210, -76.632685,39.359156
2021,AL,,35406,,Northridge High School                                      ,"Tuscaloosa, AL 35406                         ",35406, -87.469325,33.338867
2021,VA,FAIRFAX COUNTY,20124,,Home School Clearinghouse (Intern                           ,"New York, NY 10023                           ",10023, -73.982607,40.775921
