Class,Sex,Degree1,Major1,Major2,Minor1,Minor2,Johnson Scholar,Social Org,Varsity sport1           ,Varsity sport2           ,Varsity sport3           ,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2021,M,BA,JMCB,,,,,Lambda Chi Alpha,                         ,                         ,                         ,AL,,35802,,Randolph School                                             ,"Huntsville, AL 35802-1135                    "
2021,F,BA,POLG,,DCI,CSCI,,Independent,                         ,                         ,                         ,CA,,94086,,Henry M Gunn Senior High Schl                               ,"Palo Alto, CA 94306-3827                     "
2021,M,BA,ECON,,GERM,EPOL,,Lambda Chi Alpha,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,NC,,27408,,Walter Hines Page High School                               ,"Greensboro, NC 27405-4321                    "
2021,M,BA,MUSP,,,,JOHNSON,Independent,                         ,                         ,                         ,VA,FAIRFAX COUNTY,22015,,James W Robinson Junior Secondary                           ,"Fairfax, VA 22032-2637                       "
2021,F,BA,JMCJ,,,,,Chi Omega,                         ,                         ,                         ,VA,LEXINGTON CITY,24450,,Rockbridge County High School                               ,"Lexington, VA 24450-3718                     "
2021,M,BA,POLG,,,,,Phi Kappa Psi,Vars Baseball            ,                         ,                         ,VA,CHESTERFIELD,23113,,James River High School                                     ,"Midlothian, VA 23113-3717                    "
2021,M,BS,BSADM,,,,,Kappa Sigma,                         ,                         ,                         ,GA,,30305,,Lovett School                                               ,"Atlanta, GA 30327-3009                       "
2021,M,BS,BSADM,,,,,Phi Gamma Delta,                         ,                         ,                         ,KY,,40509,,Sayre School                                                ,"Lexington, KY 40507-1121                     "
2021,M,BS,BSADM,,,,,Chi Psi,                         ,                         ,                         ,GA,,30327,,Lovett School                                               ,"Atlanta, GA 30327-3009                       "
2021,F,BA,ECON,,MATH,,,Delta Society,Vars Lacrosse            ,                         ,                         ,NJ,,7928,,Chatham High School                                         ,"Chatham, NJ 07928-1838                       "
2021,M,BS,BSADM,,,,,Kappa Sigma,                         ,                         ,                         ,GA,,30021,,Druid Hills High School                                     ,"Atlanta, GA 30307-1119                       "
2021,M,BS,PHYS,,CLAS,,,Lambda Chi Alpha,Vars Wrestling           ,                         ,                         ,MD,,21218,,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 "
2021,F,BA,POLG,,,,,Delta Society,Vars Lacrosse            ,                         ,                         ,NY,,10803,,Hackley School                                              ,"Tarrytown, NY 10591-4327                     "
2021,F,BS,ACCT,,,,,Kappa Kappa Gamma,Vars Soccer              ,                         ,                         ,GA,,30327,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2021,F,BS,BSADM,,ENVS,,,Kappa Kappa Gamma,                         ,                         ,                         ,CA,,94062,,Menlo School                                                ,"Atherton, CA 94027-4401                      "
2021,F,BA,HISGL,,LACS,,,Independent,                         ,                         ,                         ,KS,,67212,,Campus High School                                          ,"Wichita, KS 67217-4165                       "
2021,M,BS,BSADM,,,,,Kappa Alpha Order,Vars Basketball          ,                         ,                         ,MD,,20815,,Georgetown Preparatory School                               ,"North Bethesda, MD 20852-3209                "
2021,F,BA,JMCS,CBSC,,,,Pi Beta Phi,                         ,                         ,                         ,VA,ROANOKE COUNTY,24018,,Cave Spring High School                                     ,"Roanoke, VA 24018-4839                       "
2021,M,BA,ENGL,JMCS,,,,Lambda Chi Alpha,                         ,                         ,                         ,NC,,28207,,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 "
2021,F,BA,JMCJ,SART,,,,Delta Society,                         ,                         ,                         ,MD,,21111,,Saint Pauls School for Girls                                ,"Brooklandville, MD 21022-9999                "
2021,M,BA,UNDEC,,,,,Phi Gamma Delta,                         ,                         ,                         ,FL,,32207,,Peddie School                                               ,"Hightstown, NJ 08520-3352                    "
2021,F,BA,PSYC,,EDUC,,,Kappa Kappa Gamma,                         ,                         ,                         ,NC,,28203,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     "
2021,M,BA,ECON,,,,,Pi Kappa Phi,                         ,                         ,                         ,MD,,21050,,Gilman School                                               ,"Baltimore, MD 21210-1991                     "
2021,M,BA,CBSC,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,PA,,15143,,Sewickley Academy                                           ,"Sewickley, PA 15143-1200                     "
2021,M,BA,HISEU,,,,,Phi Kappa Psi,Vars Wrestling           ,                         ,                         ,VA,ROANOKE CITY,24018,,Patrick Henry High School                                   ,"Roanoke, VA 24015-3528                       "
2021,M,BS,BSADM,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            "
2021,F,BA,PHIL,,,,JOHNSON,Independent,                         ,                         ,                         ,FL,,33172,,Felix Varela Senior High                                    ,"Miami, FL 33196                              "
2021,F,BS,NEURO,,,,,Independent,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,CO,,80003,,Standley Lake High School                                   ,"Westminster, CO 80021-3686                   "
2021,M,BA,UNDEC,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,MD,,21740,,Mercersburg Academy                                         ,"Mercersburg, PA 17236-1550                   "
2021,M,BS,BSADM,GERM,,,,Chi Psi,                         ,                         ,                         ,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2021,M,BA,CLAS,,,,,Phi Gamma Delta,                         ,                         ,                         ,NJ,,8540,,Lawrenceville School                                        ,"Lawrenceville, NJ 08648-1600                 "
2021,M,BS,PHYS,BSADM,CSCI,,,Independent,                         ,                         ,                         ,NC,,28036,,Lakota East High School                                     ,"Liberty Township, OH 45044                   "
2021,F,BA,ENGL,,POV,EDUC,JOHNSON,Pi Beta Phi,                         ,                         ,                         ,VA,YORK,23693,,Brussels American High School - D                           ,"APO, AE 09714-8100                           "
2021,F,BA,SOCS,,,,,Alpha Delta Pi,Vars Riding(Equestr)     ,                         ,                         ,VA,VIRGINIA BEACH CITY,23452,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2021,F,BS,BSADM,,FILM,,,Independent,                         ,                         ,                         ,VA,LOUDOUN,20166,,Potomac Falls High School                                   ,"Potomac Falls, VA 20165                      "
2021,F,BA,REL,,,,JOHNSON,Independent,                         ,                         ,                         ,TX,,76044,,Godley High School                                          ,"Godley, TX 76044-0128                        "
2021,M,BS,ACCT,,,,,Phi Gamma Delta,Vars Track/Field In      ,Vars Track/Field Out     ,                         ,MD,,20815,,Georgetown Preparatory School                               ,"North Bethesda, MD 20852-3209                "
2021,F,BA,ARTH,,CHMS,LACS,JOHNSON,Independent,                         ,                         ,                         ,AR,,72701,,Fayetteville Sr High School                                 ,"Fayetteville, AR 72701-5647                  "
2021,M,BA,PHIL,,,,,Sigma Nu,                         ,                         ,                         ,NC,,27012,,Mount Tabor High School                                     ,"Winston Salem, NC 27106                      "
2021,M,BS,BSADM,SPAN,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,TN,,37215,,Montgomery Bell Academy                                     ,"Nashville, TN 37205-1902                     "
2021,F,BA,ECON,,ENVS,,JOHNSON,Kappa Alpha Theta,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,VA,FAIRFAX COUNTY,20120,,Westfield High School                                       ,"Chantilly, VA 20151-1716                     "
2021,M,BA,GERM,ECON,RULC,,JOHNSON,Phi Gamma Delta,                         ,                         ,                         ,MA,,1108,,Williston Northampton School                                ,"Easthampton, MA 01027-2286                   "
2021,M,BA,ECON,,,,,Phi Gamma Delta,Vars Soccer              ,                         ,                         ,CO,,80123,,Colorado Academy                                            ,"Denver, CO 80235-2404                        "
2021,M,BA,HISEU,,,,,Sigma Chi,                         ,                         ,                         ,NJ,,7981,,Seton Hall Preparatory School                               ,"West Orange, NJ 07052-4716                   "
2021,M,BS,ACCT,,,,,Pi Kappa Alpha,                         ,                         ,                         ,CT,,6906,,Greenwich High School                                       ,"Greenwich, CT 06830-4835                     "
2021,F,BS,BSADM,,,,,Alpha Delta Pi,                         ,                         ,                         ,VA,WINCHESTER CITY,22601,,John Handley High School                                    ,"Winchester, VA 22601                         "
2021,F,BS,NEURO,PSYC,,,,Independent,                         ,                         ,                         ,GA,,30127,,Harrison High School                                        ,"Kennesaw, GA 30152-3855                      "
2021,M,BS,BIOL,,MUS,,,Phi Gamma Delta,                         ,                         ,                         ,TX,,76107,,Fort Worth Country Day School                               ,"Fort Worth, TX 76109-4201                    "
2021,F,BS,CBSC,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,TX,,77005,,Episcopal High School                                       ,"Bellaire, TX 77401-3002                      "
2021,F,BA,SOCS,,POV,RULC,,Independent,                         ,                         ,                         ,WI,,53213,,Wauwatosa East High School                                  ,"Wauwatosa, WI 53213-2206                     "
2021,F,BA,ECON,ROMLS,,,JOHNSON,Delta Society,                         ,                         ,                         ,FL,,32233,,The Bolles School                                           ,"Jacksonville, FL 32217-3430                  "
2021,M,BS,BIOC,PHIL,,,JOHNSON,Lambda Chi Alpha,                         ,                         ,                         ,CO,,80602,,Peak To Peak Charter School                                 ,"Lafayette, CO 80026-2146                     "
2021,M,BS,MUSV,,,,,Independent,                         ,                         ,                         ,FL,,34772,,Saint Cloud High School                                     ,"Saint Cloud, FL 34769-5268                   "
2021,M,BS,GEOL,,,,,Sigma Nu,                         ,                         ,                         ,VA,PAGE,22835,,Luray High School                                           ,"Luray, VA 22835-5345                         "
2021,F,BA,HISAM,PHIL,WGSS,,,Kappa Alpha Theta,                         ,                         ,                         ,VA,CHESTERFIELD,23112,,Maggie L Walker Governor's Sch Go                           ,"Richmond, VA 23220-2204                      "
2021,F,BS,MUSI,ECON,,,,Pi Beta Phi,                         ,                         ,                         ,NC,,27614,,Millbrook High School                                       ,"Raleigh, NC 27615-7536                       "
2021,F,BA,ECON,BSADM,,,,Chi Omega,Vars Riding(Equestr)     ,                         ,                         ,VA,CHESTERFIELD,23113,,James River High School                                     ,"Midlothian, VA 23113-3717                    "
2021,M,BA,CSCI,,,,,Lambda Chi Alpha,Vars Soccer              ,                         ,                         ,GA,,30024,,North Gwinnett High School                                  ,"Suwanee, GA 30024-1714                       "
2021,F,BS,BSADM,POLA,,,,Alpha Delta Pi,                         ,                         ,                         ,MA,,1845,,North Andover High School                                   ,"North Andover, MA 01845-2922                 "
2021,M,BS,BSADM,,,,,Kappa Sigma,                         ,                         ,                         ,NC,,27518,,Cardinal Gibbons High School                                ,"Raleigh, NC 27607-3616                       "
2021,F,BS,CBSC,,,,,Delta Society,Vars Soccer              ,                         ,                         ,VA,ROANOKE CITY,24014,,Patrick Henry High School                                   ,"Roanoke, VA 24015-3528                       "
2021,F,BA,PHIL,,,,,Pi Beta Phi,                         ,                         ,                         ,VA,WYTHE,24382,,George Wythe High School                                    ,"Wytheville, VA 24382                         "
2021,M,BS,BSADM,,WRIT,CLAS,,Chi Psi,                         ,                         ,                         ,NC,,28211,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     "
2021,M,BA,ENGL,,,,,Phi Gamma Delta,                         ,                         ,                         ,NC,,28036,,North Mecklenburg Senior Hs                                 ,"Huntersville, NC 28078-7644                  "
2021,M,BS,BSADM,,,,,Kappa Alpha Order,                         ,                         ,                         ,DC,,20007,,Landon School                                               ,"Bethesda, MD 20817-3107                      "
2021,M,BS,ENGN,,,,,Phi Kappa Psi,Vars Swimming/Diving     ,                         ,                         ,FL,,33618,,Hillsborough High School                                    ,"Tampa, FL 33603-2214                         "
2021,M,BA,ECON,,,,,Phi Gamma Delta,Vars Soccer              ,                         ,                         ,PA,,19512,,Boyertown Area Senior Hs                                    ,"Boyertown, PA 19512-1250                     "
2021,F,BS,CBSC,,,,,Pi Beta Phi,                         ,                         ,                         ,SC,,29414,,Academic Magnet High School                                 ,"N Charleston, SC 29405-4066                  "
2021,M,BS,BSADM,ROMLF,,,,Kappa Alpha Order,                         ,                         ,                         ,GA,,30327,,Lovett School                                               ,"Atlanta, GA 30327-3009                       "
2021,M,BS,BSADM,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,NY,,10580,,Rye High School                                             ,"Rye, NY 10580-3821                           "
2021,F,BA,POLG,,POV,,,Alpha Delta Pi,                         ,                         ,                         ,FL,,33609,,H B Plant High School                                       ,"Tampa, FL 33629-5134                         "
2021,M,BS,BIOL,ARTH,,,,Independent,                         ,                         ,                         ,CA,,91767,,Sierra Vista High School                                    ,"Baldwin Park, CA 91706-3897                  "
2021,F,BS,BSADM,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,GA,,30305,,Groton School                                               ,"Groton, MA 01450-0991                        "
2021,M,BA,ECON,EALLC,,,,Phi Gamma Delta,                         ,                         ,                         ,KY,,40245,,Saint Xavier High School                                    ,"Louisville, KY 40217-1343                    "
2021,M,BS,BIOC,ENGL,POV,,JOHNSON,Independent,                         ,                         ,                         ,WA,,98059,,Liberty High School                                         ,"Renton, WA 98059-6950                        "
2021,M,BA,HISAM,,EDUC,,,Independent,                         ,                         ,                         ,IL,,60099,,Zion Benton Township Hs                                     ,"Zion, IL 60099                               "
2021,M,BS,BSADM,,,,,Lambda Chi Alpha,                         ,                         ,                         ,VA,KING GEORGE,22443,,King George High School                                     ,"King George, VA 22485                        "
2021,F,BS,ACCT,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,TN,,37221,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     "
2021,M,BS,EICS,ECON,,,,Phi Gamma Delta,                         ,                         ,                         ,MD,,21093,,Rockhurst High School                                       ,"Kansas City, MO 64114-3235                   "
2021,M,BA,ECON,HISEU,,,,Chi Psi,                         ,                         ,                         ,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2021,M,BS,BSADM,,,,,Sigma Nu,Vars Track/Field In      ,Vars Track/Field Out     ,                         ,VA,WYTHE,24382,,George Wythe High School                                    ,"Wytheville, VA 24382                         "
2021,F,BA,ENGL,PSYC,,,,Kappa Kappa Gamma,                         ,                         ,                         ,TX,,78209,,Saint Marys Hall                                            ,"San Antonio, TX 78217-3430                   "
2021,F,BS,NEURO,,,,,Pi Beta Phi,                         ,                         ,                         ,FL,,33067,,Deerfield Beach High School                                 ,"Deerfield Beach, FL 33441-6299               "
2021,F,BS,GEOL,,ART2,,,Independent,                         ,                         ,                         ,VA,YORK,23693,,Tabb High School                                            ,"Yorktown, VA 23693-3123                      "
2021,F,BA,MATH,CLAS,,,,Delta Society,                         ,                         ,                         ,VA,CHESTERFIELD,23113,,Maggie L Walker Governor's Sch Go                           ,"Richmond, VA 23220-2204                      "
2021,M,BA,GERM,,,,,Kappa Alpha Order,Vars Football            ,                         ,                         ,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            "
2021,F,BS,NEURO,,POV,,,Independent,                         ,                         ,                         ,VA,PRINCE WILLIAM,20136,,Patriot High School                                         ,"Nokesville, VA 20181-1717                    "
2021,M,BS,BSADM,,,,,Phi Zeta Delta,                         ,                         ,                         ,AL,,35242,,Briarwood Christian School                                  ,"Birmingham, AL 35242-4915                    "
2021,M,BS,BIOL,,,,,Phi Gamma Delta,Vars Soccer              ,                         ,                         ,VA,MONTGOMERY,24060,,Blacksburg High School                                      ,"Blacksburg, VA 24060-1179                    "
2021,M,BA,ECON,,ENVS,,JOHNSON,Independent,                         ,                         ,                         ,NH,,3833,,Exeter High School                                          ,"Exeter, NH 03833                             "
2021,M,BS,BSADM,,,,,Pi Kappa Phi,                         ,                         ,                         ,SC,,29605,,Christ Church Episcopal School                              ,"Greenville, SC 29607-4241                    "
2021,M,BS,CSCI,,,,,Independent,Vars Wrestling           ,                         ,                         ,NC,,27243,,Orange High School                                          ,"Hillsborough, NC 27278-9226                  "
2021,F,BS,BSADM,,POV,EPOL,,Pi Beta Phi,                         ,                         ,                         ,NJ,,8628,,Ewing High School                                           ,"Ewing, NJ 08618-2308                         "
2021,F,BA,ECON,,LACS,MESAL,,Independent,                         ,                         ,                         ,PA,,18302,,East Stroudsburg Area Hs South                              ,"East Stroudsburg, PA 18301-2122              "
2021,F,BS,BIOC,SOCA,POV,,JOHNSON,Independent,                         ,                         ,                         ,WI,,53593,,Verona Area High School                                     ,"Verona, WI 53593-1145                        "
2021,F,BS,ACCT,,MATH,,,Delta Society,Vars Lacrosse            ,                         ,                         ,NC,,28211,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     "
2021,F,BA,SPAN,,BIOP,,,Delta Society,                         ,                         ,                         ,SC,,29302,,Spartanburg Day School                                      ,"Spartanburg, SC 29307-1037                   "
2021,F,BA,JMCS,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,TX,,78209,,Saint Marys Hall                                            ,"San Antonio, TX 78217-3430                   "
2021,M,BS,ACCT,,,,,Phi Kappa Psi,                         ,                         ,                         ,PA,,17025,,Trinity High School                                         ,"Camp Hill, PA 17011-6407                     "
2021,M,BA,ECON,,,,,Chi Psi,Vars Baseball            ,                         ,                         ,LA,,70503,,Episcopal School of Acadiana                                ,"Broussard, LA 70518                          "
2021,M,BA,EALLC,,,,,Kappa Alpha Order,                         ,                         ,                         ,PA,,19119,,The Hotchkiss School                                        ,"Lakeville, CT 06039-2141                     "
2021,M,BS,ACCT,,MATH,,,Phi Zeta Delta,                         ,                         ,                         ,RI,,2817,,Providence Country Day School                               ,"East Providence, RI 02914-1724               "
2021,F,BA,SOCS,,,,JOHNSON,Chi Omega,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,TN,,37215,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     "
2021,M,BS,ACCT,HISAM,,,,Phi Zeta Delta,Vars Football            ,                         ,                         ,VA,ALBEMARLE,22903,,Western Albemarle High School                               ,"Crozet, VA 22932-3405                        "
2021,F,BS,GEOL,ENVS,,,,Delta Society,                         ,                         ,                         ,NJ,,8738,,Kent Place School                                           ,"Summit, NJ 07901-1913                        "
2021,F,BS,BSADM,PSYC,,,,Pi Beta Phi,                         ,                         ,                         ,IL,,60067,,Palatine High School                                        ,"Palatine, IL 60074                           "
2021,M,BA,ECON,,,,,Lambda Chi Alpha,                         ,                         ,                         ,,,,COLOMBIA,Colegio Los Nogales                                         ,                                             
2021,F,BA,MUSP,,,,JOHNSON,Independent,                         ,                         ,                         ,WA,,98006,,Newport High School                                         ,"Bellevue, WA 98006-1930                      "
2021,M,BS,ENGN,,CSCI,,,Phi Zeta Delta,Vars Soccer              ,                         ,                         ,VA,ROANOKE COUNTY,24019,,Northside High School                                       ,"Roanoke, VA 24019-2828                       "
2021,F,BA,ECON,HISEU,,,,Pi Beta Phi,                         ,                         ,                         ,MD,,21093,,Saint Pauls School for Girls                                ,"Brooklandville, MD 21022-9999                "
2021,F,BS,BIOC,,THTR,,,Chi Omega,                         ,                         ,                         ,TX,,75225,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2021,F,BA,ENGL,,,,,Alpha Delta Pi,                         ,                         ,                         ,MA,,1451,,Bromfield School the                                        ,"Harvard, MA 01451-1653                       "
2021,F,BA,ARTH,SART,,,,Kappa Kappa Gamma,                         ,                         ,                         ,FL,,33629,,Berkeley Preparatory School                                 ,"Tampa, FL 33615-5020                         "
2021,F,BS,BSADM,ENVEH,,,,Delta Society,Vars Field Hockey        ,                         ,                         ,VA,GLOUCESTER,23061,,Chatham Hall                                                ,"Chatham, VA 24531-3084                       "
2021,F,BA,SOCS,,,,,Chi Omega,                         ,                         ,                         ,FL,,32312,,Maclay School                                               ,"Tallahassee, FL 32312-1110                   "
2021,F,BS,CBSC,,,,JOHNSON,Alpha Delta Pi,                         ,                         ,                         ,NY,,11793,,Wantagh High School                                         ,"Wantagh, NY 11793-3362                       "
2021,M,BA,POLG,,,,,Phi Kappa Psi,Vars Swimming/Diving     ,                         ,                         ,SC,,29585,,Waccamaw High School                                        ,"Pawleys Island, SC 29585-5333                "
2021,M,BS,BSADM,,,,,Independent,                         ,                         ,                         ,GA,,30328,,Holy Innocents Episcopal Sch                                ,"Atlanta, GA 30327-4338                       "
2021,F,BA,REL,,,,,Kappa Alpha Theta,                         ,                         ,                         ,AL,,36701,,John T Morgan Academy                                       ,"Selma, AL 36702                              "
2021,M,BA,MUSG,,,,,Kappa Alpha Order,                         ,                         ,                         ,GA,,30327,,Pace Academy                                                ,"Atlanta, GA 30327-2648                       "
2021,M,BA,POLG,ACCT,,,,Sigma Nu,                         ,                         ,                         ,GA,,30097,,Wesleyan School                                             ,"Norcross, GA 30092-2614                      "
2021,M,BS,BSADM,POLA,,,,Phi Gamma Delta,Vars Tennis              ,                         ,                         ,KY,,40502,,Henry Clay High School                                      ,"Lexington, KY 40502-2014                     "
2021,M,BS,ACCT,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,MD,,21210,,Saint Pauls School for Boys                                 ,"Brooklandville, MD 21022-8100                "
2021,M,BS,ACCT,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,OH,,45243,,Indian Hill High School                                     ,"Cincinnati, OH 45243-2737                    "
2021,M,BA,POLI,FREN,,,,Pi Kappa Phi,Vars Track/Field In      ,Vars Track/Field Out     ,                         ,VA,GLOUCESTER,23061,,Hampton Roads Academy                                       ,"Newport News, VA 23602-7092                  "
2021,F,BA,PSYC,ROMLS,POV,,JOHNSON,Alpha Delta Pi,                         ,                         ,                         ,TX,,78229,,Winston Churchill High School                               ,"San Antonio, TX 78216-2499                   "
2021,M,BA,POLI,,,,,Independent,                         ,                         ,                         ,KY,,40347,,Scott County Senior High Sch                                ,"Georgetown, KY 40324                         "
2021,M,BS,CSCI,BSADM,,,,Sigma Nu,                         ,                         ,                         ,,,,NEPAL,Rato Bangala School                                         ,                                             
2021,M,BA,POLP,,,,,Lambda Chi Alpha,                         ,                         ,                         ,MD,,21117,,Annapolis Area Christian Sch                                ,"Severn, MD 21144                             "
2021,M,BA,PHIL,MATH,,,JOHNSON,Independent,                         ,                         ,                         ,AE,,9096,,Wiesbaden High School                                       ,"APO, AE 09096-0005                           "
2021,M,BS,ACCT,,WRIT,MATH,,Chi Psi,                         ,                         ,                         ,TX,,75209,,Saint Marks School Of Texas                                 ,"Dallas, TX 75230-4047                        "
2021,M,BS,ACCT,CSCI,MATH,,,Pi Kappa Phi,                         ,                         ,                         ,PA,,19312,,Westtown School                                             ,"West Chester, PA 19382-5700                  "
2021,M,BA,JMCB,,,,,Sigma Nu,                         ,                         ,                         ,TN,,37064,,Independence High School                                    ,"Thompsons Stn, TN 37067                      "
2021,F,BA,POLI,,MESAN,,,Delta Society,                         ,                         ,                         ,CT,,6443,,Daniel Hand High School                                     ,"Madison, CT 06443-2299                       "
2021,M,BA,GEOL,BSADM,ENVS,,,Chi Psi,                         ,                         ,                         ,TX,,75503,,Texas Military Institute                                    ,"San Antonio, TX 78257-1603                   "
2021,F,BA,ENGL,CLAS,,,,Pi Beta Phi,Vars Golf                ,                         ,                         ,SC,,29617,,Travelers Rest High School                                  ,"Travelers Rest, SC 29690-1547                "
2021,M,BA,ECON,,PHIL,,,Phi Kappa Psi,                         ,                         ,                         ,TN,,38111,,Memphis University School                                   ,"Memphis, TN 38119-5305                       "
2021,M,BA,ECON,,,,,Independent,Vars Soccer              ,                         ,                         ,VA,MANASSAS CITY,20110,,Walter Johnson High School                                  ,"Bethesda, MD 20814-1913                      "
2021,M,BS,BSADM,,,,,Phi Zeta Delta,                         ,                         ,                         ,LA,,71201,,Neville High School                                         ,"Monroe, LA 71201-4060                        "
2021,M,BA,POLI,RAS,,,,Phi Gamma Delta,Vars Soccer              ,                         ,                         ,VA,JAMES CITY COUNTY,23185,,Jamestown High School                                       ,"Williamsburg, VA 23185                       "
2021,M,BA,HISEU,,,,,Phi Kappa Psi,Vars Swimming/Diving     ,                         ,                         ,TX,,77494,,Katy High School                                            ,"Katy, TX 77494-1107                          "
2021,M,BA,BIOL,,ENVS,ARCH,,Phi Gamma Delta,Vars Swimming/Diving     ,                         ,                         ,NC,,27502,,Cary Christian School                                       ,"Cary, NC 27513                               "
2021,M,BS,BSADM,,AFCA,,,Phi Zeta Delta,                         ,                         ,                         ,VA,HENRICO,23238,,Collegiate School                                           ,"Richmond, VA 23229-7709                      "
2021,M,BS,ACCT,,,,,Phi Kappa Psi,Vars Baseball            ,                         ,                         ,VA,FAIRFAX COUNTY,22066,,Paul Vi Catholic High School                                ,"Fairfax, VA 22030-4322                       "
2021,F,BS,BSADM,,ARTH,,,Alpha Delta Pi,Vars Soccer              ,                         ,                         ,TX,,78006,,Boerne Samuel V Champion Hs                                 ,"Boerne, TX 78006                             "
2021,F,BA,CSCI,,,,JOHNSON,Kappa Alpha Theta,                         ,                         ,                         ,CT,,6880,,Miss Porter's School                                        ,"Farmington, CT 06032-2232                    "
2021,F,BS,BSADM,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,AL,,35223,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2021,F,BS,MATH,ECON,,,,Independent,                         ,                         ,                         ,VA,LEXINGTON CITY,24450,,                                                            ,                                             
2021,F,BS,NEURO,,,,,Independent,                         ,                         ,                         ,SC,,29579,,Carolina Forest High School                                 ,"Myrtle Beach, SC 29579                       "
2021,M,BA,POLI,PHIL,,,,Phi Zeta Delta,                         ,                         ,                         ,GA,,30305,,Pace Academy                                                ,"Atlanta, GA 30327-2648                       "
2021,F,BS,BSADM,,DCI,,,Pi Beta Phi,                         ,                         ,                         ,OH,,44718,,Jackson High School                                         ,"Massillon, OH 44646-9393                     "
2021,M,BA,ECON,,POV,,JOHNSON,Phi Gamma Delta,                         ,                         ,                         ,GA,,31792,,Brookwood School                                            ,"Thomasville, GA 31792-7176                   "
2021,F,BS,NEURO,,,,,Pi Beta Phi,Vars Swimming/Diving     ,                         ,                         ,VA,MONTGOMERY,24060,,Lansing High School                                         ,"Lansing, NY 14882-8915                       "
2021,F,BA,ECON,,,,,Kappa Alpha Theta,                         ,                         ,                         ,NC,,28226,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     "
2021,M,BS,CHEM,,,,JOHNSON,Phi Zeta Delta,                         ,                         ,                         ,GA,,30750,,Baylor School                                               ,"Chattanooga, TN 37405-2506                   "
2021,F,BS,BIOC,,,,,Chi Omega,                         ,                         ,                         ,PA,,17050,,Cumberland Valley High School                               ,"Mechanicsburg, PA 17050                      "
2021,M,BA,PHIL,RAS,,,,Independent,                         ,                         ,                         ,NY,,13605,,South Jefferson Central School                              ,"Adams, NY 13605-0010                         "
2021,M,BA,ECON,MATH,,,,Sigma Nu,                         ,                         ,                         ,OH,,43220,,Upper Arlington High School                                 ,"Upper Arlngtn, OH 43221-2962                 "
2021,M,BA,UNDEC,,,,,Phi Kappa Psi,                         ,                         ,                         ,TN,,38119,,Christian Brothers High School                              ,"Memphis, TN 38120-2104                       "
2021,M,BS,ENGN,,,,,Independent,Vars Baseball            ,                         ,                         ,VA,ROANOKE COUNTY,24153,,Hidden Valley High School                                   ,"Roanoke, VA 24018-3460                       "
2021,F,BS,BIOL,,,,,Independent,                         ,                         ,                         ,NJ,,8889,,Hunterdon Central Regional H S                              ,"Flemington, NJ 08822-1251                    "
2021,F,BA,BIOL,,,,,Alpha Delta Pi,                         ,                         ,                         ,PA,,19317,,Unionville High School                                      ,"Kennett Square, PA 19348-1531                "
2021,M,BS,BSADM,,MATH,,,Phi Gamma Delta,                         ,                         ,                         ,AL,,35223,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2021,F,BA,POLG,,POV,,,Kappa Kappa Gamma,                         ,                         ,                         ,FL,,32205,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2021,F,BA,MATH,ECON,,,JOHNSON,Independent,                         ,                         ,                         ,MD,,21131,,Notre Dame Preparatory School                               ,"Towson, MD 21286-1411                        "
