Class,Home State,HighSchool,zip,long,lat
2022,IN,Saint Andrews School                                        ,19709,-75.675004,39.494582
2022,NC,Needham B Broughton High Sch                                ,27605,-78.654594,35.790609
2022,WA,Othello High School                                         ,99344,-119.178054,46.820069
2022,TX,Memorial Senior High School                                 ,77024,-95.514203,29.772179
2022,KY,Henry Clay High School                                      ,40502,-84.483191,38.010953
2022,MA,Newton South High School                                    ,2459,-71.192017,42.314779
2022,,                                                            ,,,
2022,VA,James Madison High School                                   ,22181,-77.293388,38.906651
2022,PA,Baldwin School                                              ,19010,-75.329727,40.023624
2022,MD,McDonogh School                                             ,21117,-76.777976,39.427563
2022,VA,Georgetown Preparatory School                               ,20852,-77.121931,39.051991
2022,NJ,Westfield High School                                       ,7090,-74.343447,40.651644
2022,OH,Columbus Academy                                            ,43230,-82.870875,40.035763
2022,SC,Spartanburg Day School                                      ,29307,-81.831555,34.982716
2022,CT,Cheshire Academy                                            ,6410,-72.903617,41.511827
2022,PA,Agnes Irwin School                                          ,19010,-75.329727,40.023624
2022,,TASIS England American School                               ,,,
2022,VA,Dominion High School                                        ,20164,-77.395067,39.013299
2022,CO,Colorado Academy                                            ,80235,-105.089482,39.647607
2022,NC,Forsyth Country Day School                                  ,27023,-80.456712,36.089784
2022,NC,John T Hoggard High School                                  ,28403,-77.880633,34.221692
2022,VA,Stuart Hall                                                 ,24401,-79.085564,38.134387
2022,WI,Gibraltar High School                                       ,54212,-87.209029,45.109775
2022,NJ,Hunterdon Central Regional H S                              ,8822,-74.865254,40.525105
2022,NC,                                                            ,,,
2022,SC,SC Governor School Science And Ma                           ,29550,-80.082806,34.399975
2022,VA,Norfolk Academy                                             ,23502,-76.204908,36.860941
2022,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2022,VA,Collegiate School                                           ,23229,-77.574165,37.586772
2022,VA,Virginia Episcopal School                                   ,24503,-79.249736,37.454015
2022,VA,John Handley High School                                    ,22601,-78.173406,39.174468
2022,HI,Roosevelt High School                                       ,96822,-157.810759,21.320208
2022,NC,Providence Day School                                       ,28270,-80.764415,35.112079
2022,TX,Saint John's School                                         ,77019,-95.409498,29.75415
2022,TX,Saint Marys Hall                                            ,78217,-98.415198,29.538074
2022,TX,Regents School of Austin                                    ,78735,-97.86919,30.268138
2022,TX,Woodlands High School The                                   ,77381,-95.50096,30.178248
2022,,Shenzhen Middle School                                      ,,,
2022,KS,Blue Valley North High School                               ,66209,-94.638358,38.8996
2022,VA,Norfolk Academy                                             ,23502,-76.204908,36.860941
2022,NY,Mamaroneck High School                                      ,10543,-73.73604,40.952693
2022,PA,Cumberland Valley High School                               ,17050,-77.02737,40.24799
2022,NJ,Hopewell Valley                                             ,8534,-74.792789,40.329422
2022,VA,Clover Hill High School                                     ,23112,-77.662862,37.433405
2021,NY,Rye High School                                             ,10580,-73.693202,40.979049
2021,AL,Saint Pauls Episcopal School                                ,36608,-88.300213,30.681503
2021,GA,Berkmar High School                                         ,30047,-84.112585,33.871867
2021,,Beaconhouse Margalla Campus                                 ,,,
2021,CA,Episcopal High School                                       ,22302,-77.083132,38.827888
2021,IL,Harold L Richards High School                               ,60453,-87.75256,41.713436
2021,NC,Durham Academy Upper School                                 ,27705,-78.975659,36.022136
2021,NY,East Hampton High School                                    ,11937,-72.168912,41.013013
2021,,American School of Guatemala                                ,,,
2021,PA,Hempfield High School                                       ,17538,-76.414548,40.082629
2021,CT,Darien High School                                          ,6820,-73.48008,41.076202
2021,MD,Saint Albans School                                         ,20016,-77.090014,38.93693
2021,CA,Trabuco Hills High School                                   ,92691,-117.665867,33.611945
2021,OK,Heritage Hall                                               ,73120,-97.573674,35.581316
2021,OH,Saint Georges School                                        ,2842,-71.281685,41.518673
2021,GA,Saint Pius X Catholic High Sch                              ,30345,-84.283624,33.851722
2021,LA,Loyola College Preparatory Sch                              ,71101,-93.747221,32.506371
2021,VA,Mills E Godwin High School                                  ,23238,-77.647606,37.595612
2021,NH,St Paul's School                                            ,3301,-71.555988,43.238549
2021,NJ,Colts Neck High School                                      ,7722,-74.168903,40.280968
2021,VA,Saline High School                                          ,48176,-83.82925,42.136836
2021,VA,Grassfield High School                                      ,23323,-76.379928,36.696963
2021,KY,                                                            ,,,
2021,TX,Westminster School At Oak Mt                                ,35242,-86.672084,33.425247
2021,SC,Cardinal Mooney High School                                 ,34232,-82.471714,27.324987
2021,VA,Western Albemarle High School                               ,22932,-78.696458,38.147507
2021,OH,Saint Charles Prep High School                              ,43209,-82.930721,39.953616
2021,NC,Walter Hines Page High School                               ,27405,-79.73703,36.114921
2021,NY,Pelham Memorial High School                                 ,10803,-73.807138,40.900458
2021,CT,Fairfield College Preparatory                               ,6824,-73.280818,41.173039
2021,VA,Western Albemarle High School                               ,22932,-78.696458,38.147507
2021,MI,Northville High School                                      ,48168,-83.540498,42.405262
2021,VA,Episcopal High School                                       ,22302,-77.083132,38.827888
2021,FL,Jensen Beach High School                                    ,34957,-80.238923,27.280287
2021,PA,Moravian Academy                                            ,18020,-75.327459,40.672385
2021,VA,Stone Bridge High School                                    ,20147,-77.47813,39.041947
2021,MA,Westminster School                                          ,6070,-72.809376,41.875857
2021,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2021,LA,Bartow Senior High School                                   ,33830,-81.812659,27.87343
2021,MN,Orono High School                                           ,55356,-93.58962,44.994245
2021,KY,Saint Xavier High School                                    ,40217,-85.737515,38.216712
2021,VA,Louisa County High School                                   ,23117,-77.873977,37.982002
2021,MN,                                                            ,,,
2021,TX,Strake Jesuit College Preparatory                           ,77036,-95.534537,29.701847
2021,GA,Gwinnett Sch Of Math Sci Tech                               ,30044,-84.065671,33.922046
2021,OK,                                                            ,,,
2021,AL,Ums Wright Preparatory School                               ,36607,-88.10576,30.69856
2021,FL,Saint Andrews School                                        ,33434,-80.167138,26.382712
2021,CT,Taft School                                                 ,6795,-73.126195,41.623892
2021,IL,Lake Park Hs District 108                                   ,60172,-88.089628,41.97985
2021,GA,Woodward Academy                                            ,30337,-84.450081,33.640147
2021,LA,Isidore Newman School                                       ,70115,-90.102484,29.92393
2021,NC,Myers Park High School                                      ,28209,-80.853985,35.178714
2021,NY,Northport High School                                       ,11768,-73.339309,40.923631
2021,MD,Archbishop Spalding High Sch                                ,21144,-76.677313,39.120914
2021,MD,Gilman School                                               ,21210,-76.632685,39.359156
2021,SC,Clover High School                                          ,29710,-81.221471,35.106284
2021,TX,Episcopal School Of Dallas                                  ,75229,-96.864339,32.893295
2021,GA,Walker School                                               ,30062,-84.468945,34.005578
2021,GA,                                                            ,,,
2021,NC,David W Butler High School                                  ,28105,-80.713926,35.115566
2021,NJ,Tenafly High School                                         ,7670,-73.950523,40.918309
2021,VA,Iowa City West High School                                  ,52246,-91.570407,41.652313
2021,OH,Cincinnati Country Day School                               ,45243,-84.336021,39.188557
2021,AL,Saint Pauls Episcopal School                                ,36608,-88.300213,30.681503
2021,NC,Woodberry Forest School                                     ,22989,-78.131074,38.288665
2021,AZ,Boulder Creek High School                                   ,85086,-112.119971,33.816137
2021,GA,North Springs High School                                   ,30328,-84.385947,33.932538
2021,MD,Hereford High                                               ,21120,-76.674854,39.646204
2021,MA,Saint Georges School                                        ,2842,-71.281685,41.518673
2021,VA,                                                            ,,,
2021,TX,New Waverly High School                                     ,77358,-95.436252,30.558321
2021,TX,Highland Park High School                                   ,75205,-96.795514,32.835893
2021,DE,Caesar Rodney High School                                   ,19934,-75.627355,39.084727
2021,TX,Saint Marks School Of Texas                                 ,75230,-96.793393,32.902679
2021,GA,Brookstone School                                           ,31904,-85.010012,32.554638
2021,VA,Rockbridge County High School                               ,24450,-79.526578,37.778993
2021,GA,Camden County High School                                   ,31548,-81.698233,30.796163
2021,MA,Weymouth High School                                        ,2190,-70.952363,42.166731
2021,MD,Friends School Of Baltimore                                 ,21210,-76.632685,39.359156
2021,CT,Sacred Heart Academy                                        ,6514,-72.943351,41.376089
2021,GA,Alpharetta High School                                      ,30005,-84.217099,34.089039
2021,NY,Massapequa High School                                      ,11758,-73.458448,40.668934
2021,GA,Savannah Arts Academy                                       ,31405,-81.179116,32.039396
2021,OH,Indian Hill High School                                     ,45243,-84.336021,39.188557
2021,TX,Saint John's School                                         ,77019,-95.409498,29.75415
2021,SC,Heathwood Hall Episcopal Sch                                ,29201,-81.028098,33.982484
2021,NC,Providence High School                                      ,28270,-80.764415,35.112079
2021,PA,Radnor High School                                          ,19087,-75.402461,40.061872
2021,TN,Franklin High School                                        ,37064,-86.954138,35.884862
2021,NC,Charlotte Country Day School                                ,28226,-80.822129,35.102697
2021,PA,Kent School                                                 ,6757,-73.459799,41.743606
2021,NY,Cold Spring Harbor High School                              ,11724,-73.456381,40.864221
2021,NY,Blair Academy                                               ,7825,-74.975723,40.971247
2021,VA,North Cross School                                          ,24018,-80.041739,37.213055
2021,IL,Marion High School                                          ,62959,-88.910435,37.718218
2021,PA,Manheim Township High School                                ,17606,-76.303907,40.11167
2021,,                                                            ,,,
2021,,                                                            ,,,
2021,IL,Loyola Academy                                              ,60091,-87.72057,42.077788
2021,MD,Edgewood High School                                        ,21040,-76.289965,39.436496
2021,MD,                                                            ,,,
2021,SC,Porter-Gaud School                                          ,29407,-79.997803,32.79893
2021,KY,Notre Dame Academy                                          ,41011,-84.532685,39.067114
2021,NY,Rye High School                                             ,10580,-73.693202,40.979049
2021,CA,Crystal Springs Uplands Sch                                 ,94010,-122.365778,37.57028
2021,MD,Bel Air High School                                         ,21014,-76.352184,39.536084
2021,NC,Davidson Day School                                         ,28036,-80.792539,35.480547
2021,FL,Fort Myers High School                                      ,33901,-81.878139,26.621074
2021,NC,Charlotte Latin School                                      ,28277,-80.817552,35.052875
2021,MD,Roland Park Country School                                  ,21210,-76.632685,39.359156
2021,WA,Bellevue Senior High School                                 ,98004,-122.205341,47.618337
2021,SC,Christ Church Episcopal School                              ,29607,-82.331714,34.81279
2021,LA,Metairie Park Country Day Sch                               ,70005,-90.134065,29.999416
2021,PA,Penns Valley Area Jr-Sr High S                              ,16875,-77.587219,40.84094
2021,MD,Roland Park Country School                                  ,21210,-76.632685,39.359156
2021,TX,Smithson Valley High School                                 ,78070,-98.391104,29.893745
2021,MD,Loyola Blakefield High School                               ,21030,-76.674443,39.492412
2021,TX,Monsignor Kelly Catholic High                               ,77707,-94.170654,30.053431
2021,NJ,Princeton Day School                                        ,8542,-74.660366,40.352913
2021,TX,Home School Clearinghouse (Intern                           ,10023,-73.982607,40.775921
2021,TX,Home School Clearinghouse (Intern                           ,10023,-73.982607,40.775921
2021,GA,Darlington School                                           ,30161,-85.171371,34.242301
2021,SC,Hammond School                                              ,29209,-80.950364,33.926751
2021,VA,Saint Stephen's And Saint Agnes S                           ,22304,-77.112139,38.813169
2021,NC,Myers Park High School                                      ,28209,-80.853985,35.178714
2021,SC,Spartanburg High School                                     ,29307,-81.831555,34.982716
2021,NY,Garden City High School                                     ,11530,-73.637009,40.726854
2021,MD,McDonogh School                                             ,21117,-76.777976,39.427563
2021,LA,Isidore Newman School                                       ,70115,-90.102484,29.92393
2021,KY,Henry Clay High School                                      ,40502,-84.483191,38.010953
2021,CA,San Marino High School                                      ,91108,-118.112911,34.122671
2021,VA,Rockbridge County High School                               ,24450,-79.526578,37.778993
2021,FL,Pine School The                                             ,33455,-80.161232,27.053143
2021,WI,Kaukauna Senior High School                                 ,54130,-88.24431,44.311313
2021,MD,Saint James School                                          ,21740,-77.743885,39.631901
2021,CO,                                                            ,,,
2021,CO,Fruita Monument High School                                 ,81521,-108.806395,39.130597
2021,VA,Patrick Henry High School                                   ,24015,-79.98133,37.25676
2021,TX,All Saints Episcopal School                                 ,76108,-97.52379,32.787541
2021,NC,Providence Day School                                       ,28270,-80.764415,35.112079
2021,CA,Culver City High School                                     ,90230,-118.393617,33.997862
2021,,                                                            ,,,
2021,TX,Kinkaid School                                              ,77024,-95.514203,29.772179
2021,SC,Spartanburg Day School                                      ,29307,-81.831555,34.982716
2021,NJ,Don Bosco Prep High School                                  ,7446,-74.145931,41.059136
2021,KY,Louisville Collegiate School                                ,40204,-85.721591,38.239913
2021,VA,Episcopal High School                                       ,22302,-77.083132,38.827888
2021,SC,Lawrenceville School                                        ,8648,-74.717976,40.284308
2021,,                                                            ,,,
2021,NC,Watauga High School                                         ,28607,-81.652138,36.218005
2021,VT,South Burlington High School                                ,5403,-73.173468,44.444866
2021,RI,Phillips Exeter Academy                                     ,3833,-70.987522,42.978415
2021,TX,Highland Park High School                                   ,75205,-96.795514,32.835893
2021,MD,River Hill High School                                      ,21029,-76.959448,39.213616
2021,VA,Hanover High School                                         ,23116,-77.336689,37.675656
2021,VA,Saint Stephen's And Saint Agnes S                           ,22304,-77.112139,38.813169
2021,TX,Saint Marks School Of Texas                                 ,75230,-96.793393,32.902679
2021,FL,Lake Highland Preparatory School                            ,32803,-81.346291,28.555829
2021,VA,                                                            ,,,
2021,MA,Belmont Hill School                                         ,2478,-71.180284,42.395317
2021,FL,The Bolles School                                           ,32217,-81.621158,30.22918
2021,MD,Notre Dame Preparatory School                               ,21286,-76.573235,39.411836
2021,AR,Episcopal Collegiate School                                 ,72201,-92.280049,34.746905
2021,,                                                            ,,,
2021,VA,William Monroe High School                                  ,22973,-78.479002,38.335923
2021,VA,Lord Botetourt High School                                  ,24083,-79.920188,37.405171
2021,VA,Amherst County High School                                  ,24521,-79.100863,37.633294
2021,NJ,Ridgewood High School                                       ,7451,,
2021,CT,Darien High School                                          ,6820,-73.48008,41.076202
2021,WV,Morgantown High School                                      ,26501,-80.036792,39.634144
2021,PA,Central Bucks High School East                              ,18902,-75.09568,40.352134
2021,MD,Saint Albans School                                         ,20016,-77.090014,38.93693
2021,TX,Westlake High School                                        ,78746,-97.809578,30.296865
2021,MD,Georgetown Preparatory School                               ,20852,-77.121931,39.051991
2021,FL,New Smyrna Beach High School                                ,32168,-81.029413,28.963773
2021,VA,                                                            ,,,
2021,TN,Harpeth Hall School                                         ,37215,-86.834691,36.081868
2021,VA,Brooke Point High School                                    ,22554,-77.367672,38.427352
2021,CO,Fairview High School                                        ,80305,-105.248158,39.975334
2021,PA,Peddie School                                               ,8520,-74.530078,40.255265
2021,PA,Hershey High School                                         ,17033,-76.637562,40.271823
2021,PA,Dubois Area Senior High School                              ,15801,-78.722433,41.125057
2021,AL,Westminster School At Oak Mt                                ,35242,-86.672084,33.425247
2021,,Charterhouse                                                ,,,
2021,OH,West Geauga High School                                     ,44026,-81.324706,41.528147
2021,MD,Severna Park Senior High Sch                                ,21146,-76.558699,39.079136
2021,KY,North Laurel High School                                    ,40741,-84.127273,37.136791
2021,TN,Harpeth Hall School                                         ,37215,-86.834691,36.081868
2021,NC,William Amos Hough High School                              ,28031,-80.900358,35.472097
2021,VA,Douglas S Freeman High School                               ,23229,-77.574165,37.586772
2021,TX,Saint Thomas High School                                    ,77007,-95.411083,29.771545
2021,MD,Gilman School                                               ,21210,-76.632685,39.359156
2021,NC,Ravenscroft School                                          ,27615,-78.635485,35.8985
2021,NC,Charlotte Catholic High School                              ,28226,-80.822129,35.102697
2021,PA,Upper Dublin High School                                    ,19034,-75.204847,40.134266
2021,MA,Marblehead High School                                      ,1945,-70.859126,42.501835
2021,MI,Marian High School                                          ,48301,-83.282168,42.5424
2021,TX,Ascension Academy                                           ,79121,-101.929737,35.174696
2021,UT,West High School                                            ,84103,-111.842571,40.79508
2021,CT,New Canaan High School                                      ,6840,-73.500124,41.160393
2021,VA,Cosby High School                                           ,23112,-77.662862,37.433405
2021,TN,Baylor School                                               ,37405,-85.407828,35.120403
2021,,Rato Bangala School                                         ,,,
2021,,                                                            ,,,
2021,SC,Christ Church Episcopal School                              ,29607,-82.331714,34.81279
2021,VA,Wheaton North High School                                   ,60187,-88.112442,41.87272
2021,GA,The Westminster Schools                                     ,30327,-84.4173,33.869694
2021,FL,H B Plant High School                                       ,33629,-82.509043,27.921536
2021,GA,Blessed Trinity Catholic Hs                                 ,30075,-84.390492,34.055084
2021,VA,Cape Henry Collegiate School                                ,23454,-76.030835,36.818062
2021,LA,Caddo Parish Magnet High Sch                                ,71101,-93.747221,32.506371
2021,MS,Mississippi School Math Sci                                 ,39701,-88.504719,33.393933
2021,NY,Brighton High School                                        ,14618,-77.554976,43.114542
2021,MD,Bethesda Chevy Chase Hs                                     ,20814,-77.10149,39.004989
2021,IL,North Shore Country Day School                              ,60093,-87.756292,42.106708
2021,TX,John Cooper School the                                      ,77381,-95.50096,30.178248
2021,NC,Trinity School Of Durham And Chap                           ,27705,-78.975659,36.022136
2021,MD,Severna Park Senior High Sch                                ,21146,-76.558699,39.079136
2021,MA,Dana Hall School                                            ,2181,,
2021,TX,Jesuit College Preparatory Sch                              ,75244,-96.836334,32.925367
2021,MD,Calvert Hall College H.S.                                   ,21286,-76.573235,39.411836
2021,NJ,Atlantic City High School                                   ,8401,-74.451082,39.377297
2021,GA,Girls Preparatory School                                    ,37405,-85.407828,35.120403
2021,VA,Hampton Roads Academy                                       ,23602,-76.517947,37.113416
2021,CT,Wilbur Cross High School                                    ,6511,-72.927316,41.31703
2021,AE,Thomas Sumter Academy                                       ,29128,-80.526184,34.095053
2021,MD,Boys' Latin School Of Maryland                              ,21210,-76.632685,39.359156
2021,AL,Northridge High School                                      ,35406,-87.469325,33.338867
2021,VA,Home School Clearinghouse (Intern                           ,10023,-73.982607,40.775921
2021,OH,Oakwood High School                                         ,45419,-84.167179,39.713376
2021,TX,Dr Justin Wakeland Hs                                       ,75034,-96.855822,33.146638
2021,NY,Ossining High School                                        ,10562,-73.825254,41.19448
2021,MA,Brooks School                                               ,1845,-71.091334,42.673909
2021,NC,Asheville School                                            ,28806,-82.614729,35.571971
2021,KS,Lawrence High School                                        ,66046,-95.209753,38.904524
2021,GA,Marist School                                               ,30319,-84.334763,33.875954
2021,MN,Breck School                                                ,55422,-93.341105,45.009275
2021,TX,Kinkaid School                                              ,77024,-95.514203,29.772179
2021,NJ,Union Co Acad Allied Hlth Sci                               ,7076,-74.372905,40.633026
2021,NJ,Oak Knoll School Of Holy Child                              ,7901,-74.366372,40.714923
2021,AL,Randolph School                                             ,35802,-86.558882,34.668212
2021,NY,Half Hollow Hills Hs East                                   ,11746,-73.362276,40.814268
2021,VA,Douglas S Freeman High School                               ,23229,-77.574165,37.586772
2021,NY,Rye High School                                             ,10580,-73.693202,40.979049
2021,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2021,IL,Latin School of Chicago                                     ,60610,-87.632231,41.906772
2021,TX,Colleyville Heritage High Sch                               ,76034,-97.149641,32.891787
2021,PA,East Stroudsburg Area Hs North                              ,18328,-74.973952,41.228522
2021,NJ,Oratory Preparatory School                                  ,7901,-74.366372,40.714923
2021,NJ,Pingry School                                               ,7920,-74.564115,40.678994
2021,CA,Ramona High School                                          ,92504,-117.398044,33.903134
2021,KY,Sayre School                                                ,40507,-84.496353,38.046955
2021,VA,Saint Catherines School                                     ,23226,-77.523347,37.579912
2021,CA,Eleanor Roosevelt High School                               ,92880,-117.607297,33.925311
2021,PA,Dallastown Area High School                                 ,17313,-76.659984,39.884013
2021,MD,Severna Park Senior High Sch                                ,21146,-76.558699,39.079136
2021,FL,Pensacola High School                                       ,32501,-87.222515,30.428781
2021,WA,Olympic High School                                         ,98383,-122.715469,47.661688
2021,PA,Williamsport High School                                    ,17701,-76.857256,41.345045
2021,NY,Solomon Schechter School of Westc                           ,10530,-73.81281,41.023712
2021,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2021,NY,Millbrook School                                            ,12545,-73.669402,41.782904
2021,SC,Lowcountry Preparatory School                               ,29585,-79.135803,33.520097
2021,PA,Devon Preparatory School                                    ,19333,-75.423597,40.041872
2021,AL,The Altamont School                                         ,35222,-86.770115,33.523712
2021,TN,McMinn County High School                                   ,37303,-84.640077,35.442462
2021,KY,North Oldham High School                                    ,40026,-85.532639,38.431156
2021,VA,Trinity Episcopal School                                    ,23235,-77.564758,37.51457
2021,VA,Deerfield Academy                                           ,1342,-72.609458,42.543889
2021,MD,Georgetown Preparatory School                               ,20852,-77.121931,39.051991
2021,,                                                            ,,,
2021,NC,Forsyth Country Day School                                  ,27023,-80.456712,36.089784
2021,OH,Miamisburg High School                                      ,45342,-84.275969,39.629338
2021,VA,Yorktown High School                                        ,22207,-77.124238,38.906665
2021,GA,Creekview High School                                       ,30115,-84.400462,34.204092
2021,NY,Rye Country Day School-Upper Scho                           ,10580,-73.693202,40.979049
2021,AL,Randolph School                                             ,35802,-86.558882,34.668212
2021,CA,Henry M Gunn Senior High Schl                               ,94306,-122.130762,37.415727
2021,NC,Walter Hines Page High School                               ,27405,-79.73703,36.114921
2021,VA,James W Robinson Junior Secondary                           ,22032,-77.290301,38.819046
2021,VA,Rockbridge County High School                               ,24450,-79.526578,37.778993
2021,VA,James River High School                                     ,23113,-77.679628,37.538846
2021,GA,Lovett School                                               ,30327,-84.4173,33.869694
2021,KY,Sayre School                                                ,40507,-84.496353,38.046955
2021,GA,Lovett School                                               ,30327,-84.4173,33.869694
2021,NJ,Chatham High School                                         ,7928,-74.412612,40.725986
2021,GA,Druid Hills High School                                     ,30307,-84.3336,33.771079
2021,MD,Woodberry Forest School                                     ,22989,-78.131074,38.288665
2021,NY,Hackley School                                              ,10591,-73.841014,41.090097
2021,GA,The Westminster Schools                                     ,30327,-84.4173,33.869694
2021,CA,Menlo School                                                ,94027,-122.204756,37.453514
2021,KS,Campus High School                                          ,67217,-97.362465,37.618074
2021,MD,Georgetown Preparatory School                               ,20852,-77.121931,39.051991
2021,VA,Cave Spring High School                                     ,24018,-80.041739,37.213055
2021,NC,Woodberry Forest School                                     ,22989,-78.131074,38.288665
2021,MD,Saint Pauls School for Girls                                ,21022,,
2021,FL,Peddie School                                               ,8520,-74.530078,40.255265
2021,NC,Charlotte Country Day School                                ,28226,-80.822129,35.102697
2021,MD,Gilman School                                               ,21210,-76.632685,39.359156
2021,PA,Sewickley Academy                                           ,15143,-80.1464,40.565935
2021,VA,Patrick Henry High School                                   ,24015,-79.98133,37.25676
2021,VA,Douglas S Freeman High School                               ,23229,-77.574165,37.586772
2021,FL,Felix Varela Senior High                                    ,33196,-80.490508,25.652131
2021,CO,Standley Lake High School                                   ,80021,-105.113724,39.890663
2021,MD,Mercersburg Academy                                         ,17236,-77.9474,39.800187
2021,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2021,NJ,Lawrenceville School                                        ,8648,-74.717976,40.284308
2021,NC,Lakota East High School                                     ,45044,-84.410243,39.482404
2021,VA,Brussels American High School - D                           ,9714,,
2021,VA,Norfolk Academy                                             ,23502,-76.204908,36.860941
2021,VA,Potomac Falls High School                                   ,20165,-77.392694,39.05794
2021,TX,Godley High School                                          ,76044,-97.539874,32.425936
2021,MD,Georgetown Preparatory School                               ,20852,-77.121931,39.051991
2021,AR,Fayetteville Sr High School                                 ,72701,-94.085584,35.992387
2021,NC,Mount Tabor High School                                     ,27106,-80.323157,36.14391
2021,TN,Montgomery Bell Academy                                     ,37205,-86.870442,36.113195
2021,VA,Westfield High School                                       ,20151,-77.445125,38.896497
2021,MA,Williston Northampton School                                ,1027,-72.751877,42.295008
2021,CO,Colorado Academy                                            ,80235,-105.089482,39.647607
2021,NJ,Seton Hall Preparatory School                               ,7052,-74.265059,40.785753
2021,CT,Greenwich High School                                       ,6830,-73.624339,41.037605
2021,VA,John Handley High School                                    ,22601,-78.173406,39.174468
2021,GA,Harrison High School                                        ,30152,-84.64592,33.98925
2021,TX,Fort Worth Country Day School                               ,76109,-97.386965,32.70065
2021,TX,Episcopal High School                                       ,77401,-95.460905,29.704019
2021,WI,Wauwatosa East High School                                  ,53213,-88.001516,43.048803
2021,FL,The Bolles School                                           ,32217,-81.621158,30.22918
2021,CO,Peak To Peak Charter School                                 ,80026,-105.099757,40.012251
2021,FL,Saint Cloud High School                                     ,34769,-81.290847,28.244625
2021,VA,Luray High School                                           ,22835,-78.453689,38.669963
2021,VA,Maggie L Walker Governor's Sch Go                           ,23220,-77.460606,37.549349
2021,NC,Millbrook High School                                       ,27615,-78.635485,35.8985
2021,VA,James River High School                                     ,23113,-77.679628,37.538846
2021,GA,North Gwinnett High School                                  ,30024,-84.09077,34.062971
2021,MA,North Andover High School                                   ,1845,-71.091334,42.673909
2021,NC,Cardinal Gibbons High School                                ,27607,-78.721175,35.813106
2021,VA,Patrick Henry High School                                   ,24015,-79.98133,37.25676
2021,VA,George Wythe High School                                    ,24382,-81.101367,36.960016
2021,NC,Charlotte Country Day School                                ,28226,-80.822129,35.102697
2021,NC,North Mecklenburg Senior Hs                                 ,28078,-80.86402,35.405286
2021,DC,Landon School                                               ,20817,-77.151816,38.997272
2021,FL,Hillsborough High School                                    ,33603,-82.464439,27.985618
2021,PA,Boyertown Area Senior Hs                                    ,19512,-75.680555,40.348327
2021,SC,Academic Magnet High School                                 ,29405,-79.981994,32.856252
2021,GA,Lovett School                                               ,30327,-84.4173,33.869694
2021,NY,Rye High School                                             ,10580,-73.693202,40.979049
2021,FL,H B Plant High School                                       ,33629,-82.509043,27.921536
2021,CA,Sierra Vista High School                                    ,91706,-117.968269,34.09741
2021,GA,Groton School                                               ,1450,-71.565269,42.61176
2021,KY,Saint Xavier High School                                    ,40217,-85.737515,38.216712
2021,WA,Liberty High School                                         ,98059,-122.110157,47.499429
2021,IL,Zion Benton Township Hs                                     ,60099,-87.865021,42.459988
2021,VA,King George High School                                     ,22485,-77.162769,38.277049
2021,TN,Harpeth Hall School                                         ,37215,-86.834691,36.081868
2021,MD,Rockhurst High School                                       ,64114,-94.598599,38.957802
2021,AL,Mountain Brook High School                                  ,35223,-86.734834,33.488141
2021,VA,George Wythe High School                                    ,24382,-81.101367,36.960016
2021,TX,Saint Marys Hall                                            ,78217,-98.415198,29.538074
2021,FL,Deerfield Beach High School                                 ,33441,-80.097874,26.311098
2021,VA,Tabb High School                                            ,23693,-76.447129,37.123066
2021,VA,Maggie L Walker Governor's Sch Go                           ,23220,-77.460606,37.549349
2021,VA,Douglas S Freeman High School                               ,23229,-77.574165,37.586772
2021,VA,Patriot High School                                         ,20181,-77.56961,38.689126
2021,AL,Briarwood Christian School                                  ,35242,-86.672084,33.425247
2021,VA,Blacksburg High School                                      ,24060,-80.422539,37.255474
2021,NH,Exeter High School                                          ,3833,-70.987522,42.978415
2021,SC,Christ Church Episcopal School                              ,29607,-82.331714,34.81279
2021,NC,Orange High School                                          ,27278,-79.086929,36.090195
2021,NJ,Ewing High School                                           ,8618,-74.789973,40.249347
2021,PA,East Stroudsburg Area Hs South                              ,18301,-75.175581,41.042703
2021,WI,Verona Area High School                                     ,53593,-89.579337,42.985198
2021,NC,Myers Park High School                                      ,28209,-80.853985,35.178714
2021,SC,Spartanburg Day School                                      ,29307,-81.831555,34.982716
2021,TX,Saint Marys Hall                                            ,78217,-98.415198,29.538074
2021,PA,Trinity High School                                         ,17011,-76.928846,40.23483
2021,LA,Episcopal School of Acadiana                                ,70518,-91.927467,30.134781
2021,PA,The Hotchkiss School                                        ,6039,-73.458626,41.952698
2021,RI,Providence Country Day School                               ,2914,-71.365333,41.814838
2021,TN,Harpeth Hall School                                         ,37215,-86.834691,36.081868
2021,VA,Western Albemarle High School                               ,22932,-78.696458,38.147507
2021,NJ,Kent Place School                                           ,7901,-74.366372,40.714923
2021,IL,Palatine High School                                        ,60074,-88.026329,42.131462
2021,,Colegio Los Nogales                                         ,,,
2021,WA,Newport High School                                         ,98006,-122.151005,47.557627
2021,VA,Northside High School                                       ,24019,-79.95358,37.346523
2021,MD,Saint Pauls School for Girls                                ,21022,,
2021,TX,Highland Park High School                                   ,75205,-96.795514,32.835893
2021,MA,Bromfield School the                                        ,1451,-71.568201,42.501908
